year category name film result
1963 Actor "Gregory Peck" "To Kill a Mockingbird" Winner
1963 Actor "Burt Lancaster" "Birdman of Alcatraz" Nominee
1963 Actor "Jack Lemmon" "Days of Wine and Roses" Nominee
1963 Actor "Marcello Mastroianni" "Divorce--Italian Style" Nominee
1963 Actor "Peter O'Toole" "Lawrence of Arabia" Nominee
1963 Actress "Anne Bancroft" "The Miracle Worker" Winner
1963 Actress "Bette Davis" "What Ever Happened to Baby Jane?" Nominee
1963 Actress "Katharine Hepburn" "Long Day's Journey into Night" Nominee
1963 Actress "Geraldine Page" "Sweet Bird of Youth" Nominee
1963 Actress "Lee Remick" "Days of Wine and Roses" Nominee
1963 Directing "David Lean" "Lawrence of Arabia" Winner
1963 Directing "Frank Perry" "David and Lisa" Nominee
1963 Directing "Pietro Germi" "Divorce--Italian Style" Nominee
1963 Directing "Arthur Penn" "The Miracle Worker" Nominee
1963 Directing "Robert Mulligan" "To Kill a Mockingbird" Nominee
1963 "Foreign Language Film" "Sundays and Cybele" France Winner
1963 "Foreign Language Film" Electra Greece Nominee
1963 "Foreign Language Film" "The Four Days of Naples" Italy Nominee
1963 "Foreign Language Film" "Keeper of Promises (The Given Word)" Brazil Nominee
1963 "Foreign Language Film" Tlayucan Mexico Nominee
1963 "Special Effects" "The Longest DayMutiny on the Bounty" "Visual Effects by Robert MacDonald; Audible Effects by Jacques MaumontVisual Effects by A. Arnold Gillespie; Audible Effects by Milo Lory" Winner
1963 "Special Effects" "Mutiny on the Bounty" "Visual Effects by A. Arnold Gillespie; Audible Effects by Milo Lory" Nominee
1964 Actor "Sidney Poitier" "Lilies of the Field" Winner
1964 Actor "Albert Finney" "Tom Jones" Nominee
1964 Actor "Richard Harris" "This Sporting Life" Nominee
1964 Actor "Rex Harrison" Cleopatra Nominee
1964 Actor "Paul Newman" Hud Nominee
1964 Actress "Patricia Neal" Hud Winner
1964 Actress "Leslie Caron" "The L-Shaped Room" Nominee
1964 Actress "Shirley MacLaine" "Irma La Douce" Nominee
1964 Actress "Rachel Roberts" "This Sporting Life" Nominee
1964 Actress "Natalie Wood" "Love with the Proper Stranger" Nominee
1964 Directing "Tony Richardson" "Tom Jones" Winner
1964 Directing "Elia Kazan" "America America" Nominee
1964 Directing "Otto Preminger" "The Cardinal" Nominee
1964 Directing "Federico Fellini" "Federico Fellini's 8-1/2" Nominee
1964 Directing "Martin Ritt" Hud Nominee
1964 "Foreign Language Film" "Federico Fellini's 8-1/2" Italy Winner
1964 "Foreign Language Film" "Knife in the Water" Poland Nominee
1964 "Foreign Language Film" "Los Tarantos" Spain Nominee
1964 "Foreign Language Film" "The Red Lanterns" Greece Nominee
1964 "Foreign Language Film" "Twin Sisters of Kyoto" Japan Nominee
1964 "Special Effects" "CleopatraThe Birds" "Emil Kosa, Jr.Ub Iwerks" Winner
1964 "Special Effects" "The Birds" "Ub Iwerks" Nominee
1965 Actor "Rex Harrison" "My Fair Lady" Winner
1965 Actor "Richard Burton" Becket Nominee
1965 Actor "Peter O'Toole" Becket Nominee
1965 Actor "Anthony Quinn" "Zorba the Greek" Nominee
1965 Actor "Peter Sellers" "Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb" Nominee
1965 Actress "Julie Andrews" "Mary Poppins" Winner
1965 Actress "Anne Bancroft" "The Pumpkin Eater" Nominee
1965 Actress "Sophia Loren" "Marriage Italian Style" Nominee
1965 Actress "Debbie Reynolds" "The Unsinkable Molly Brown" Nominee
1965 Actress "Kim Stanley" "Seance on a Wet Afternoon" Nominee
1965 Directing "George Cukor" "My Fair Lady" Winner
1965 Directing "Peter Glenville" Becket Nominee
1965 Directing "Stanley Kubrick" "Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb" Nominee
1965 Directing "Robert Stevenson" "Mary Poppins" Nominee
1965 Directing "Michael Cacoyannis" "Zorba the Greek" Nominee
1965 "Foreign Language Film" "Yesterday, Today and Tomorrow" Italy Winner
1965 "Foreign Language Film" "Raven's End" Sweden Nominee
1965 "Foreign Language Film" Sallah Israel Nominee
1965 "Foreign Language Film" "The Umbrellas of Cherbourg" France Nominee
1965 "Foreign Language Film" "Woman in the Dunes" Japan Nominee
1965 "Special Visual Effects" "Mary Poppins7 Faces of Dr. Lao" "Peter Ellenshaw, Eustace Lycett, Hamilton LuskeJim Danforth" Winner
1965 "Special Visual Effects" "7 Faces of Dr. Lao" "Jim Danforth" Nominee
1966 Actor "Lee Marvin" "Cat Ballou" Winner
1966 Actor "Richard Burton" "The Spy Who Came In from the Cold" Nominee
1966 Actor "Laurence Olivier" Othello Nominee
1966 Actor "Rod Steiger" "The Pawnbroker" Nominee
1966 Actor "Oskar Werner" "Ship of Fools" Nominee
1966 Actress "Julie Christie" Darling Winner
1966 Actress "Julie Andrews" "The Sound of Music" Nominee
1966 Actress "Samantha Eggar" "The Collector" Nominee
1966 Actress "Elizabeth Hartman" "A Patch of Blue" Nominee
1966 Actress "Simone Signoret" "Ship of Fools" Nominee
1966 Directing "Robert Wise" "The Sound of Music" Winner
1966 Directing "William Wyler" "The Collector" Nominee
1966 Directing "John Schlesinger" Darling Nominee
1966 Directing "David Lean" "Doctor Zhivago" Nominee
1966 Directing "Hiroshi Teshigahara" "Woman in the Dunes" Nominee
1966 "Foreign Language Film" "The Shop on Main Street" Czechoslovakia Winner
1966 "Foreign Language Film" "Blood on the Land" Greece Nominee
1966 "Foreign Language Film" "Dear John" Sweden Nominee
1966 "Foreign Language Film" Kwaidan Japan Nominee
1966 "Foreign Language Film" "Marriage Italian Style" Italy Nominee
1966 "Special Visual Effects" "ThunderballThe Greatest Story Ever Told" "John StearsJ. McMillan Johnson" Winner
1966 "Special Visual Effects" "The Greatest Story Ever Told" "J. McMillan Johnson" Nominee
1967 Actor "Paul Scofield" "A Man for All Seasons" Winner
1967 Actor "Alan Arkin" "The Russians Are Coming The Russians Are Coming" Nominee
1967 Actor "Richard Burton" "Who's Afraid of Virginia Woolf?" Nominee
1967 Actor "Michael Caine" Alfie Nominee
1967 Actor "Steve McQueen" "The Sand Pebbles" Nominee
1967 Actress "Elizabeth Taylor" "Who's Afraid of Virginia Woolf?" Winner
1967 Actress "Anouk Aimee" "A Man and a Woman" Nominee
1967 Actress "Ida Kaminska" "The Shop on Main Street" Nominee
1967 Actress "Lynn Redgrave" "Georgy Girl" Nominee
1967 Actress "Vanessa Redgrave" Morgan! Nominee
1967 Directing "Fred Zinnemann" "A Man for All Seasons" Winner
1967 Directing "Michelangelo Antonioni" Blow-Up Nominee
1967 Directing "Claude Lelouch" "A Man and a Woman" Nominee
1967 Directing "Richard Brooks" "The Professionals" Nominee
1967 Directing "Mike Nichols" "Who's Afraid of Virginia Woolf?" Nominee
1967 "Foreign Language Film" "A Man and a Woman" France Winner
1967 "Foreign Language Film" "The Battle of Algiers" Italy Nominee
1967 "Foreign Language Film" "Loves of a Blonde" Czechoslovakia Nominee
1967 "Foreign Language Film" Pharaoh Poland Nominee
1967 "Foreign Language Film" Three Yugoslavia Nominee
1967 "Special Visual Effects" "Fantastic VoyageHawaii" "Art CruickshankLinwood G. Dunn" Winner
1967 "Special Visual Effects" Hawaii "Linwood G. Dunn" Nominee
1968 Actor "Rod Steiger" "In the Heat of the Night" Winner
1968 Actor "Warren Beatty" "Bonnie and Clyde" Nominee
1968 Actor "Dustin Hoffman" "The Graduate" Nominee
1968 Actor "Paul Newman" "Cool Hand Luke" Nominee
1968 Actor "Spencer Tracy" "Guess Who's Coming to Dinner" Nominee
1968 Actress "Katharine Hepburn" "Guess Who's Coming to Dinner" Winner
1968 Actress "Anne Bancroft" "The Graduate" Nominee
1968 Actress "Faye Dunaway" "Bonnie and Clyde" Nominee
1968 Actress "Dame Edith Evans" "The Whisperers" Nominee
1968 Actress "Audrey Hepburn" "Wait until Dark" Nominee
1968 Directing "Mike Nichols" "The Graduate" Winner
1968 Directing "Arthur Penn" "Bonnie and Clyde" Nominee
1968 Directing "Stanley Kramer" "Guess Who's Coming to Dinner" Nominee
1968 Directing "Richard Brooks" "In Cold Blood" Nominee
1968 Directing "Norman Jewison" "In the Heat of the Night" Nominee
1968 "Foreign Language Film" "Closely Watched Trains" Czechoslovakia Winner
1968 "Foreign Language Film" "El Amor Brujo" Spain Nominee
1968 "Foreign Language Film" "I Even Met Happy Gypsies" Yugoslavia Nominee
1968 "Foreign Language Film" "Live for Life" France Nominee
1968 "Foreign Language Film" "Portrait of Chieko" Japan Nominee
1968 "Special Visual Effects" "Doctor DolittleTobruk" "L. B. AbbottHoward A. Anderson, Jr., Albert Whitlock" Winner
1968 "Special Visual Effects" Tobruk "Howard A. Anderson, Jr., Albert Whitlock" Nominee
1969 Actor "Cliff Robertson" Charly Winner
1969 Actor "Alan Arkin" "The Heart Is a Lonely Hunter" Nominee
1969 Actor "Alan Bates" "The Fixer" Nominee
1969 Actor "Ron Moody" Oliver! Nominee
1969 Actor "Peter O'Toole" "The Lion in Winter" Nominee
1969 Actress "Katharine Hepburn" "The Lion in Winter" Tie-winner
1969 Actress "Barbra Streisand" "The Lion in Winter" Tie-winner
1969 Actress "Patricia Neal" "The Subject Was Roses" Nominee
1969 Actress "Vanessa Redgrave" Isadora Nominee
1969 Actress "Joanne Woodward" "Rachel, Rachel" Nominee
1969 Directing "Carol Reed" Oliver! Winner
1969 Directing "Gillo Pontecorvo" "The Battle of Algiers" Nominee
1969 Directing "Anthony Harvey" "The Lion in Winter" Nominee
1969 Directing "Franco Zeffirelli" "Romeo and Juliet" Nominee
1969 Directing "Stanley Kubrick" "2001: A Space Odyssey" Nominee
1969 "Foreign Language Film" "War and Peace" "Union of Soviet Socialist Republics" Winner
1969 "Foreign Language Film" "The Boys of Paul Street" Hungary Nominee
1969 "Foreign Language Film" "The Firemen's Ball" Czechoslovakia Nominee
1969 "Foreign Language Film" "The Girl with the Pistol" Italy Nominee
1969 "Foreign Language Film" "Stolen Kisses" France Nominee
1969 "Special Visual Effects" "2001: A Space OdysseyIce Station Zebra" "Stanley KubrickHal Millar, J. McMillan Johnson" Winner
1969 "Special Visual Effects" "Ice Station Zebra" "Hal Millar, J. McMillan Johnson" Nominee
1970 Actor "John Wayne" "True Grit" Winner
1970 Actor "Richard Burton" "Anne of the Thousand Days" Nominee
1970 Actor "Dustin Hoffman" "Midnight Cowboy" Nominee
1970 Actor "Peter O'Toole" "Goodbye, Mr. Chips" Nominee
1970 Actor "Jon Voight" "Midnight Cowboy" Nominee
1970 Actress "Maggie Smith" "The Prime of Miss Jean Brodie" Winner
1970 Actress "Genevieve Bujold" "Anne of the Thousand Days" Nominee
1970 Actress "Jane Fonda" "They Shoot Horses, Don't They?" Nominee
1970 Actress "Liza Minnelli" "The Sterile Cuckoo" Nominee
1970 Actress "Jean Simmons" "The Happy Ending" Nominee
1970 Directing "John Schlesinger" "Midnight Cowboy" Winner
1970 Directing "Arthur Penn" "Alice's Restaurant" Nominee
1970 Directing "George Roy Hill" "Butch Cassidy and the Sundance Kid" Nominee
1970 Directing "Sydney Pollack" "They Shoot Horses, Don't They?" Nominee
1970 Directing Costa-Gavras Z Nominee
1970 "Foreign Language Film" Z Algeria Winner
1970 "Foreign Language Film" "Ådalen '31" Sweden Nominee
1970 "Foreign Language Film" "The Battle of Neretva" Yugoslavia Nominee
1970 "Foreign Language Film" "The Brothers Karamazov" "Union of Soviet Socialist Republics" Nominee
1970 "Foreign Language Film" "My Night at Maud's" France Nominee
1970 "Special Visual Effects" "MaroonedKrakatoa, East of Java" "Robbie RobertsonEugene Lourie, Alex Weldon" Winner
1970 "Special Visual Effects" "Krakatoa, East of Java" "Eugene Lourie, Alex Weldon" Nominee
1971 Actor "George C. Scott" Patton Winner
1971 Actor "Melvyn Douglas" "I Never Sang for My Father" Nominee
1971 Actor "James Earl Jones" "The Great White Hope" Nominee
1971 Actor "Jack Nicholson" "Five Easy Pieces" Nominee
1971 Actor "Ryan O'Neal" "Love Story" Nominee
1971 Actress "Glenda Jackson" "Women in Love" Winner
1971 Actress "Jane Alexander" "The Great White Hope" Nominee
1971 Actress "Ali MacGraw" "Love Story" Nominee
1971 Actress "Sarah Miles" "Ryan's Daughter" Nominee
1971 Actress "Carrie Snodgress" "Diary of a Mad Housewife" Nominee
1971 Directing "Franklin J. Schaffner" Patton Winner
1971 Directing "Federico Fellini" "Fellini Satyricon" Nominee
1971 Directing "Arthur Hiller" "Love Story" Nominee
1971 Directing "Robert Altman" M*A*S*H Nominee
1971 Directing "Ken Russell" "Women in Love" Nominee
1971 "Foreign Language Film" "Investigation of a Citizen above Suspicion" Italy Winner
1971 "Foreign Language Film" "First Love" Switzerland Nominee
1971 "Foreign Language Film" Hoa-Binh France Nominee
1971 "Foreign Language Film" "Paix Sur Les Champs" Belgium Nominee
1971 "Foreign Language Film" Tristana Spain Nominee
1971 "Special Visual Effects" "Tora! Tora! Tora!Patton" "A. D. Flowers, L. B. AbbottAlex Weldon" Winner
1971 "Special Visual Effects" Patton "Alex Weldon" Nominee
1972 Actor "Gene Hackman" "The French Connection" Winner
1972 Actor "Peter Finch" "Sunday Bloody Sunday" Nominee
1972 Actor "Walter Matthau" Kotch Nominee
1972 Actor "George C. Scott" "The Hospital" Nominee
1972 Actor Topol "Fiddler on the Roof" Nominee
1972 Actress "Jane Fonda" Klute Winner
1972 Actress "Julie Christie" "McCabe & Mrs. Miller" Nominee
1972 Actress "Glenda Jackson" "Sunday Bloody Sunday" Nominee
1972 Actress "Vanessa Redgrave" "Mary, Queen of Scots" Nominee
1972 Actress "Janet Suzman" "Nicholas and Alexandra" Nominee
1972 Directing "William Friedkin" "The French Connection" Winner
1972 Directing "Stanley Kubrick" "A Clockwork Orange" Nominee
1972 Directing "Norman Jewison" "Fiddler on the Roof" Nominee
1972 Directing "Peter Bogdanovich" "The Last Picture Show" Nominee
1972 Directing "John Schlesinger" "Sunday Bloody Sunday" Nominee
1972 "Foreign Language Film" "The Garden of the Finzi Continis" Italy Winner
1972 "Foreign Language Film" Dodes'ka-Den Japan Nominee
1972 "Foreign Language Film" "The Emigrants" Sweden Nominee
1972 "Foreign Language Film" "The Policeman" Israel Nominee
1972 "Foreign Language Film" Tchaikovsky "Union of Soviet Socialist Republics" Nominee
1972 "Special Visual Effects" "Bedknobs and BroomsticksWhen Dinosaurs Ruled the Earth" "Alan Maley, Eustace Lycett, Danny LeeJim Danforth, Roger Dicken" Winner
1972 "Special Visual Effects" "When Dinosaurs Ruled the Earth" "Jim Danforth, Roger Dicken" Nominee
1973 Actor "Marlon Brando" "The Godfather" Winner
1973 Actor "Michael Caine" Sleuth Nominee
1973 Actor "Laurence Olivier" Sleuth Nominee
1973 Actor "Peter O'Toole" "The Ruling Class" Nominee
1973 Actor "Paul Winfield" Sounder Nominee
1973 Actress "Liza Minnelli" Cabaret Winner
1973 Actress "Diana Ross" "Lady Sings the Blues" Nominee
1973 Actress "Maggie Smith" "Travels with My Aunt" Nominee
1973 Actress "Cicely Tyson" Sounder Nominee
1973 Actress "Liv Ullmann" "The Emigrants" Nominee
1973 Directing "Bob Fosse" Cabaret Winner
1973 Directing "John Boorman" Deliverance Nominee
1973 Directing "Jan Troell" "The Emigrants" Nominee
1973 Directing "Francis Ford Coppola" "The Godfather" Nominee
1973 Directing "Joseph L. Mankiewicz" Sleuth Nominee
1973 "Foreign Language Film" "The Discreet Charm of the Bourgeoisie" France Winner
1973 "Foreign Language Film" "The Dawns Here Are Quiet" "Union of Soviet Socialist Republics" Nominee
1973 "Foreign Language Film" "I Love You Rosa" Israel Nominee
1973 "Foreign Language Film" "My Dearest Señorita" Spain Nominee
1973 "Foreign Language Film" "The New Land" Sweden Nominee
1973 "Special Achievement Award (Visual Effects)" "The Poseidon Adventure" "L. B. Abbott, A. D. Flowers" Winner
1973 "Special Achievement Award (Visual Effects)"   Nominee
1974 Actor "Jack Lemmon" "Save the Tiger" Winner
1974 Actor "Marlon Brando" "Last Tango in Paris" Nominee
1974 Actor "Jack Nicholson" "The Last Detail" Nominee
1974 Actor "Al Pacino" Serpico Nominee
1974 Actor "Robert Redford" "The Sting" Nominee
1974 Actress "Glenda Jackson" "A Touch of Class" Winner
1974 Actress "Ellen Burstyn" "The Exorcist" Nominee
1974 Actress "Marsha Mason" "Cinderella Liberty" Nominee
1974 Actress "Barbra Streisand" "The Way We Were" Nominee
1974 Actress "Joanne Woodward" "Summer Wishes, Winter Dreams" Nominee
1974 Directing "George Roy Hill" "The Sting" Winner
1974 Directing "George Lucas" "American Graffiti" Nominee
1974 Directing "Ingmar Bergman" "Cries and Whispers" Nominee
1974 Directing "William Friedkin" "The Exorcist" Nominee
1974 Directing "Bernardo Bertolucci" "Last Tango in Paris" Nominee
1974 "Foreign Language Film" "Day for Night" France Winner
1974 "Foreign Language Film" "The House on Chelouche Street" Israel Nominee
1974 "Foreign Language Film" L'Invitation Switzerland Nominee
1974 "Foreign Language Film" "The Pedestrian" "West Germany" Nominee
1974 "Foreign Language Film" "Turkish Delight" "The Netherlands" Nominee
1975 Actor "Art Carney" "Harry and Tonto" Winner
1975 Actor "Albert Finney" "Murder on the Orient Express" Nominee
1975 Actor "Dustin Hoffman" Lenny Nominee
1975 Actor "Jack Nicholson" Chinatown Nominee
1975 Actor "Al Pacino" "The Godfather Part II" Nominee
1975 Actress "Ellen Burstyn" "Alice Doesn't Live Here Anymore" Winner
1975 Actress "Diahann Carroll" Claudine Nominee
1975 Actress "Faye Dunaway" Chinatown Nominee
1975 Actress "Valerie Perrine" Lenny Nominee
1975 Actress "Gena Rowlands" "A Woman under the Influence" Nominee
1975 Directing "Francis Ford Coppola" "The Godfather Part II" Winner
1975 Directing "Roman Polanski" Chinatown Nominee
1975 Directing "Francois Truffaut" "Day for Night" Nominee
1975 Directing "Bob Fosse" Lenny Nominee
1975 Directing "John Cassavetes" "A Woman under the Influence" Nominee
1975 "Foreign Language Film" Amarcord Italy Winner
1975 "Foreign Language Film" "Cats' Play" Hungary Nominee
1975 "Foreign Language Film" "The Deluge" Poland Nominee
1975 "Foreign Language Film" "Lacombe, Lucien" France Nominee
1975 "Foreign Language Film" "The Truce" Argentina Nominee
1975 "Special Achievement Award (Visual Effects)" Earthquake "Frank Brendel, Glen Robinson, Albert Whitlock" Winner
1975 "Special Achievement Award (Visual Effects)"   Nominee
1976 Actor "Jack Nicholson" "One Flew over the Cuckoo's Nest" Winner
1976 Actor "Walter Matthau" "The Sunshine Boys" Nominee
1976 Actor "Al Pacino" "Dog Day Afternoon" Nominee
1976 Actor "Maximilian Schell" "The Man in the Glass Booth" Nominee
1976 Actor "James Whitmore" "Give 'em Hell, Harry!" Nominee
1976 Actress "Louise Fletcher" "One Flew over the Cuckoo's Nest" Winner
1976 Actress "Isabelle Adjani" "The Story of Adele H." Nominee
1976 Actress Ann-Margret Tommy Nominee
1976 Actress "Glenda Jackson" Hedda Nominee
1976 Actress "Carol Kane" "Hester Street" Nominee
1976 Directing "Milos Forman" "One Flew over the Cuckoo's Nest" Winner
1976 Directing "Federico Fellini" Amarcord Nominee
1976 Directing "Stanley Kubrick" "Barry Lyndon" Nominee
1976 Directing "Sidney Lumet" "Dog Day Afternoon" Nominee
1976 Directing "Robert Altman" Nashville Nominee
1976 "Foreign Language Film" "Dersu Uzala" "Union of Soviet Socialist Republics" Winner
1976 "Foreign Language Film" "Land of Promise" Poland Nominee
1976 "Foreign Language Film" "Letters from Marusia" Mexico Nominee
1976 "Foreign Language Film" "Sandakan No. 8" Japan Nominee
1976 "Foreign Language Film" "Scent of a Woman" Italy Nominee
1976 "Special Achievement Award (Visual Effects)" "The Hindenburg" "Albert Whitlock, Glen Robinson" Winner
1976 "Special Achievement Award (Visual Effects)"   Nominee
1977 "Actor in a Leading Role" "Peter Finch" Network Winner
1977 "Actor in a Leading Role" "Robert De Niro" "Taxi Driver" Nominee
1977 "Actor in a Leading Role" "Giancarlo Giannini" "Seven Beauties" Nominee
1977 "Actor in a Leading Role" "William Holden" Network Nominee
1977 "Actor in a Leading Role" "Sylvester Stallone" Rocky Nominee
1977 "Actress in a Leading Role" "Faye Dunaway" Network Winner
1977 "Actress in a Leading Role" "Marie-Christine Barrault" "Cousin, Cousine" Nominee
1977 "Actress in a Leading Role" "Talia Shire" Rocky Nominee
1977 "Actress in a Leading Role" "Sissy Spacek" Carrie Nominee
1977 "Actress in a Leading Role" "Liv Ullmann" "Face to Face" Nominee
1977 Directing "John G. Avildsen" Rocky Winner
1977 Directing "Alan J. Pakula" "All the President's Men" Nominee
1977 Directing "Ingmar Bergman" "Face to Face" Nominee
1977 Directing "Sidney Lumet" Network Nominee
1977 Directing "Lina Wertmuller" "Seven Beauties" Nominee
1977 "Foreign Language Film" "Black and White in Color" "Ivory Coast" Winner
1977 "Foreign Language Film" "Cousin, Cousine" France Nominee
1977 "Foreign Language Film" "Jacob, the Liar" "German Democratic Republic" Nominee
1977 "Foreign Language Film" "Nights and Days" Poland Nominee
1977 "Foreign Language Film" "Seven Beauties" Italy Nominee
1977 "Special Achievement Award (Visual Effects)" "King Kong" "Carlo Rambaldi, Glen Robinson, Frank Van der Veer" Tie-winner
1977 "Special Achievement Award (Visual Effects)" "Logan's Run" "Carlo Rambaldi, Glen Robinson, Frank Van der Veer" Tie-winner
1977 "Special Achievement Award (Visual Effects)"   Nominee
1977 "Special Achievement Award (Visual Effects)"   Nominee
1978 "Actor in a Leading Role" "Richard Dreyfuss" "The Goodbye Girl" Winner
1978 "Actor in a Leading Role" "Woody Allen" "Annie Hall" Nominee
1978 "Actor in a Leading Role" "Richard Burton" Equus Nominee
1978 "Actor in a Leading Role" "Marcello Mastroianni" "A Special Day" Nominee
1978 "Actor in a Leading Role" "John Travolta" "Saturday Night Fever" Nominee
1978 "Actress in a Leading Role" "Diane Keaton" "Annie Hall" Winner
1978 "Actress in a Leading Role" "Anne Bancroft" "The Turning Point" Nominee
1978 "Actress in a Leading Role" "Jane Fonda" Julia Nominee
1978 "Actress in a Leading Role" "Shirley MacLaine" "The Turning Point" Nominee
1978 "Actress in a Leading Role" "Marsha Mason" "The Goodbye Girl" Nominee
1978 Directing "Woody Allen" "Annie Hall" Winner
1978 Directing "Steven Spielberg" "Close Encounters of the Third Kind" Nominee
1978 Directing "Fred Zinnemann" Julia Nominee
1978 Directing "George Lucas" "Star Wars" Nominee
1978 Directing "Herbert Ross" "The Turning Point" Nominee
1978 "Foreign Language Film" "Madame Rosa" France Winner
1978 "Foreign Language Film" Iphigenia Greece Nominee
1978 "Foreign Language Film" "Operation Thunderbolt" Israel Nominee
1978 "Foreign Language Film" "A Special Day" Italy Nominee
1978 "Foreign Language Film" "That Obscure Object of Desire" Spain Nominee
1979 "Actor in a Leading Role" "Jon Voight" "Coming Home" Winner
1979 "Actor in a Leading Role" "Warren Beatty" "Heaven Can Wait" Nominee
1979 "Actor in a Leading Role" "Gary Busey" "The Buddy Holly Story" Nominee
1979 "Actor in a Leading Role" "Robert De Niro" "The Deer Hunter" Nominee
1979 "Actor in a Leading Role" "Laurence Olivier" "The Boys from Brazil" Nominee
1979 "Actress in a Leading Role" "Jane Fonda" "Coming Home" Winner
1979 "Actress in a Leading Role" "Ingrid Bergman" "Autumn Sonata" Nominee
1979 "Actress in a Leading Role" "Ellen Burstyn" "Same Time, Next Year" Nominee
1979 "Actress in a Leading Role" "Jill Clayburgh" "An Unmarried Woman" Nominee
1979 "Actress in a Leading Role" "Geraldine Page" Interiors Nominee
1979 Directing "Michael Cimino" "The Deer Hunter" Winner
1979 Directing "Hal Ashby" "Coming Home" Nominee
1979 Directing "Warren Beatty, Buck Henry" "Heaven Can Wait" Nominee
1979 Directing "Woody Allen" Interiors Nominee
1979 Directing "Alan Parker" "Midnight Express" Nominee
1979 "Foreign Language Film" "Get Out Your Handkerchiefs" France Winner
1979 "Foreign Language Film" "The Glass Cell" "German Federal Republic" Nominee
1979 "Foreign Language Film" Hungarians Hungary Nominee
1979 "Foreign Language Film" "Viva Italia!" Italy Nominee
1979 "Foreign Language Film" "White Bim Black Ear" "Union of Soviet Socialist Republics" Nominee
1979 "Special Achievement Award (Visual Effects)" Superman "Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic" Winner
1979 "Special Achievement Award (Visual Effects)"   Nominee
1980 "Actor in a Leading Role" "Dustin Hoffman" "Kramer vs. Kramer" Winner
1980 "Actor in a Leading Role" "Jack Lemmon" "The China Syndrome" Nominee
1980 "Actor in a Leading Role" "Al Pacino" "...And Justice for All" Nominee
1980 "Actor in a Leading Role" "Roy Scheider" "All That Jazz" Nominee
1980 "Actor in a Leading Role" "Peter Sellers" "Being There" Nominee
1980 "Actress in a Leading Role" "Sally Field" "Norma Rae" Winner
1980 "Actress in a Leading Role" "Jill Clayburgh" "Starting Over" Nominee
1980 "Actress in a Leading Role" "Jane Fonda" "The China Syndrome" Nominee
1980 "Actress in a Leading Role" "Marsha Mason" "Chapter Two" Nominee
1980 "Actress in a Leading Role" "Bette Midler" "The Rose" Nominee
1980 Directing "Robert Benton" "Kramer vs. Kramer" Winner
1980 Directing "Bob Fosse" "All That Jazz" Nominee
1980 Directing "Francis Coppola" "Apocalypse Now" Nominee
1980 Directing "Peter Yates" "Breaking Away" Nominee
1980 Directing "Edouard Molinaro" "La Cage aux Folles" Nominee
1980 "Foreign Language Film" "The Tin Drum" "Federal Republic of Germany" Winner
1980 "Foreign Language Film" "The Maids of Wilko" Poland Nominee
1980 "Foreign Language Film" "Mama Turns a Hundred" Spain Nominee
1980 "Foreign Language Film" "A Simple Story" France Nominee
1980 "Foreign Language Film" "To Forget Venice" Italy Nominee
1981 "Actor in a Leading Role" "Robert De Niro" "Raging Bull" Winner
1981 "Actor in a Leading Role" "Robert Duvall" "The Great Santini" Nominee
1981 "Actor in a Leading Role" "John Hurt" "The Elephant Man" Nominee
1981 "Actor in a Leading Role" "Jack Lemmon" Tribute Nominee
1981 "Actor in a Leading Role" "Peter O'Toole" "The Stunt Man" Nominee
1981 "Actress in a Leading Role" "Sissy Spacek" "Coal Miner's Daughter" Winner
1981 "Actress in a Leading Role" "Ellen Burstyn" Resurrection Nominee
1981 "Actress in a Leading Role" "Goldie Hawn" "Private Benjamin" Nominee
1981 "Actress in a Leading Role" "Mary Tyler Moore" "Ordinary People" Nominee
1981 "Actress in a Leading Role" "Gena Rowlands" Gloria Nominee
1981 Directing "Robert Redford" "Ordinary People" Winner
1981 Directing "David Lynch" "The Elephant Man" Nominee
1981 Directing "Martin Scorsese" "Raging Bull" Nominee
1981 Directing "Richard Rush" "The Stunt Man" Nominee
1981 Directing "Roman Polanski" Tess Nominee
1981 "Foreign Language Film" "Moscow Does Not Believe in Tears" "Union of Soviet Socialist Republics" Winner
1981 "Foreign Language Film" Confidence Hungary Nominee
1981 "Foreign Language Film" "Kagemusha (The Shadow Warrior)" Japan Nominee
1981 "Foreign Language Film" "The Last Metro" France Nominee
1981 "Foreign Language Film" "The Nest" Spain Nominee
1981 "Special Achievement Award (Visual Effects)" "The Empire Strikes Back" "Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson" Winner
1981 "Special Achievement Award (Visual Effects)"   Nominee
1982 "Actor in a Leading Role" "Henry Fonda" "On Golden Pond" Winner
1982 "Actor in a Leading Role" "Warren Beatty" Reds Nominee
1982 "Actor in a Leading Role" "Burt Lancaster" "Atlantic City" Nominee
1982 "Actor in a Leading Role" "Dudley Moore" Arthur Nominee
1982 "Actor in a Leading Role" "Paul Newman" "Absence of Malice" Nominee
1982 "Actress in a Leading Role" "Katharine Hepburn" "On Golden Pond" Winner
1982 "Actress in a Leading Role" "Diane Keaton" Reds Nominee
1982 "Actress in a Leading Role" "Marsha Mason" "Only When I Laugh" Nominee
1982 "Actress in a Leading Role" "Susan Sarandon" "Atlantic City" Nominee
